Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,56.540000915527344,57.220001220703125,54.41999816894531,54.459999084472656,49.44297790527344,14101000
2020-02-28,53.16999816894531,53.31999969482422,51.560001373291016,52.79999923706055,47.9359016418457,14447200
2020-03-02,52.630001068115234,55.630001068115234,52.4900016784668,55.599998474121094,50.47795486450195,12252600
2020-03-03,55.41999816894531,56.900001525878906,54.38999938964844,54.790000915527344,49.74258041381836,13008200
2020-03-04,55.619998931884766,58.130001068115234,55.4900016784668,58.0099983215332,52.66593551635742,12787200
2020-03-05,56.81999969482422,57.29999923706055,56.08000183105469,56.86000061035156,51.62188720703125,10517000
2020-03-06,54.470001220703125,55.97999954223633,54.290000915527344,55.65999984741211,50.53243637084961,9781200
2020-03-09,52.54999923706055,54.86000061035156,52.06999969482422,53.939998626708984,48.97088623046875,15615200
2020-03-10,54.9900016784668,55.4900016784668,52.33000183105469,54.90999984741211,49.851524353027344,16742300
2020-03-11,53.40999984741211,53.689998626708984,51.40999984741211,52.34000015258789,47.518280029296875,14984300
2020-03-12,49.22999954223633,50.52000045776367,46.56999969482422,47.5099983215332,43.13322830200195,15533000
2020-03-13,49.63999938964844,50.939998626708984,47.209999084472656,50.91999816894531,46.229087829589844,15074300
2020-03-16,46.40999984741211,47.38999938964844,44.7400016784668,45.099998474121094,40.94525146484375,12679500
2020-03-17,45.849998474121094,49.720001220703125,44.72999954223633,48.81999969482422,44.322547912597656,15149300
2020-03-18,45.369998931884766,48.119998931884766,43.189998626708984,46.54999923706055,42.26166915893555,15316300
2020-03-19,46.90999984741211,47.290000915527344,43.189998626708984,45.470001220703125,41.28117752075195,15194400
2020-03-20,46.060001373291016,46.209999084472656,42.849998474121094,43.31999969482422,39.32923126220703,16245900
2020-03-23,43.31999969482422,45.02000045776367,41.189998626708984,41.93000030517578,38.0672721862793,13466900
2020-03-24,44.08000183105469,47.2599983215332,42.95000076293945,46.65999984741211,42.361534118652344,12476200
2020-03-25,46.459999084472656,47.7599983215332,45.810001373291016,46.11000061035156,41.862205505371094,12419800
2020-03-26,46.11000061035156,49.2400016784668,46.0,48.900001525878906,44.39518356323242,11595300
2020-03-27,47.41999816894531,49.27000045776367,47.119998931884766,47.88999938964844,43.47822189331055,8254400
2020-03-30,48.810001373291016,51.40999984741211,48.209999084472656,51.130001068115234,46.697654724121094,8356600
2020-03-31,51.40999984741211,51.43000030517578,49.93000030517578,50.08000183105469,45.738670349121094,9248700
2020-04-01,48.380001068115234,49.900001525878906,48.0,48.68000030517578,44.46003341674805,9069100
2020-04-02,48.25,50.68000030517578,48.04999923706055,50.380001068115234,46.012672424316406,6818100
2020-04-03,50.36000061035156,51.13999938964844,49.83000183105469,50.790000915527344,46.38713073730469,7788500
2020-04-06,52.88999938964844,52.88999938964844,51.52000045776367,52.029998779296875,47.519630432128906,9426700
2020-04-07,52.93000030517578,53.25,51.400001525878906,51.79999923706055,47.3095703125,9592400
2020-04-08,52.02000045776367,52.22999954223633,51.15999984741211,51.790000915527344,47.300445556640625,5820700
2020-04-09,51.790000915527344,53.599998474121094,51.70000076293945,52.34000015258789,47.80276107788086,7990000
2020-04-13,52.380001068115234,52.52000045776367,51.380001068115234,52.02000045776367,47.510501861572266,5398700
2020-04-14,53.060001373291016,54.61000061035156,52.630001068115234,54.5099983215332,49.78464126586914,6905100
2020-04-15,53.869998931884766,53.970001220703125,53.400001525878906,53.709999084472656,49.05399703979492,7335700
2020-04-16,53.869998931884766,54.380001068115234,53.29999923706055,53.43000030517578,48.79826736450195,7143600
2020-04-17,54.13999938964844,54.5,52.779998779296875,53.47999954223633,48.843929290771484,10669600
2020-04-20,53.08000183105469,54.45000076293945,52.869998931884766,53.4900016784668,48.85307312011719,7040800
2020-04-21,52.529998779296875,52.97999954223633,51.0,51.08000183105469,46.6519889831543,8171000
2020-04-22,51.66999816894531,52.61000061035156,51.2400016784668,52.220001220703125,47.69316864013672,5691200
2020-04-23,51.88999938964844,52.61000061035156,51.16999816894531,51.33000183105469,46.880313873291016,9781200
2020-04-24,51.43000030517578,51.630001068115234,50.95000076293945,51.40999984741211,46.95337677001953,6263000
2020-04-27,51.689998626708984,51.810001373291016,50.97999954223633,51.47999954223633,47.017311096191406,8014600
2020-04-28,52.060001373291016,52.34000015258789,50.86000061035156,51.16999816894531,46.73418426513672,8869100
2020-04-29,51.630001068115234,51.650001525878906,49.97999954223633,51.04999923706055,46.62458801269531,9774300
2020-04-30,50.529998779296875,51.599998474121094,49.7400016784668,51.439998626708984,46.980777740478516,13343100
2020-05-01,51.13999938964844,51.70000076293945,50.439998626708984,50.70000076293945,46.304927825927734,7063000
2020-05-04,50.7599983215332,50.77000045776367,49.72999954223633,50.060001373291016,45.720401763916016,6857100
2020-05-05,50.209999084472656,50.880001068115234,49.939998626708984,50.31999969482422,45.95787811279297,5221300
