subset,weights,return,volatility,sharpe_ratio
"('TSLA', 'NVDA', 'PLTR')","{'TSLA': 0.0977569386392147, 'NVDA': 0.8315514498165095, 'PLTR': 0.07069161154427564}",187.87113888197734,8.185758813817571,22.944865974420722
