subset,weights,return,volatility,sharpe_ratio
"('WBA', 'MDLZ', 'PLTR', 'AMZN')","{'WBA': 0.12829068686621062, 'MDLZ': 0.6919368207225642, 'PLTR': 0.04947787266137474, 'AMZN': 0.1302946197498504}",32.91003351127141,3.391114453954118,9.690039648457118
